(203, 203, 203)
(203, 203, 203)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(23, 23, 23)
(23, 23, 23)
(255, 255, 255)
(255, 255, 255)
(23, 23, 23)
(23, 23, 23)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(23, 23, 23)
(23, 23, 23)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(23, 23, 23)
(23, 23, 23)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(23, 23, 23)
(23, 23, 23)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(255, 255, 255)
(255, 255, 255)
(23, 23, 23)
(23, 23, 23)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(128, 128, 128)
(128, 128, 128)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(99, 99, 99)
(165, 165, 165)
(165, 165, 165)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(64, 64, 64)
(64, 64, 64)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(128, 128, 128)
(165, 165, 165)
(165, 165, 165)
(128, 128, 128)
(128, 128, 128)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
(23, 23, 23)
(23, 23, 23)
(0, 0, 0)
(0, 0, 0)
(23, 23, 23)
(23, 23, 23)
(203, 203, 203)
(203, 203, 203)
(64, 64, 64)
(64, 64, 64)
(99, 99, 99)
(99, 99, 99)
